URL,Listing Title,Price,Price Frequency,District,location,Beds,Baths,Area,Residential Type,Phone,amenities,Deed Location,Furnishing,Reactivated Date,Agency Name,Agent Name
https://www.bayut.sa/en/property/details-87672105.html,Apartment in a prime location,"47,000",Yearly,Al Aqiq,"Al Aqiq, North Riyadh, Riyadh",2,1,625 Sq. M.,Apartment,-665,"ATM Facility, Air Conditioning, Cleaning Services, Close to Main Roads, Close to Metro Station, Electricity, Fiber Optics, Hospitals, Maintenance Staff, Mosque, Schools, Sewerage, Shopping Malls, Water Supply",حي العقيق بمدينة الرياض . مقام عليه فله دورين,Unfurnished,21 May 2025,Mohammed Saleh Al Qubaisi Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87700659.html,Beautiful apartment for rent,"47,000",Yearly,Al Narjis,"Al Narjis, North Riyadh, Riyadh",2,2,500 Sq. M.,Apartment,-2994,"Electricity, Sewerage, Water Supply",,Unfurnished,24 July 2025,Sorouh Saudi Real Estate Investment and Development Company,Abdullah AlQahtani
https://www.bayut.sa/en/property/details-87681087.html,"Apartment for rent in Al-Arid, Riyadh","47,000",Yearly,Al Arid,"Al Arid, North Riyadh, Riyadh",3,2,375 Sq. M.,Apartment,-1994,"Electricity, Sewerage, Water Supply",حي العارض بمدينة الرياض .,Unfurnished,22 June 2025,,
https://www.bayut.sa/en/property/details-87634925.html,"Apartment for Rent in Al Olaya, North Riyadh","47,000",Yearly,Al Olaya,"Al Olaya, North Riyadh, Riyadh",1,1,100 Sq. M.,Apartment,-3883,"ATM Facility, Electricity, Hospitals, Mosque, Schools, Sewerage, Shopping Malls, Water Supply",,Unfurnished,18 April 2025,Sarh Nabl Real Estate Company,Essa Abdullah
https://www.bayut.sa/en/property/details-87633162.html,3 bedroom apartment for rent in Cordoba,"47,000",Yearly,Qurtubah,"Qurtubah, East Riyadh, Riyadh",3,2,434 Sq. M.,Apartment,-1848,"Electricity, Fiber Optics, Fixed Phone, Water Supply",حي قرطبة في مدينة الرياض,Unfurnished,16 April 2025,Ruya Al Asima Real Estate Office,Ruya Al Asima Real Estate Office
https://www.bayut.sa/en/property/details-87684542.html,Apartment for rent in Al Saadah Neighborhood – Riyadh Assas Al Saadah Housing,"47,000",Yearly,Al Saadah,"Al Saadah, East Riyadh, Riyadh",3,3,142 Sq. M.,Apartment,-8890,"ATM Facility, Balcony or Terrace, CCTV Security, Central Heating, Close to Main Roads, Close to Metro Station, Double Glazed Windows, Electricity, Elevators in Building: 4, Facilities for Disabled, Fiber Optics, Flood Drainage, Hospitals, Mosque, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Smart Home System, Water Supply",,Unfurnished,2 July 2025,Basmah Al Abraj Real Estate,Basmah Al-Abraj Real Estate
https://www.bayut.sa/en/property/details-87672105.html,Apartment in a prime location,"47,000",Yearly,Al Aqiq,"Al Aqiq, North Riyadh, Riyadh",2,1,625 Sq. M.,Apartment,-665,"ATM Facility, Air Conditioning, Cleaning Services, Close to Main Roads, Close to Metro Station, Electricity, Fiber Optics, Hospitals, Maintenance Staff, Mosque, Schools, Sewerage, Shopping Malls, Water Supply",حي العقيق بمدينة الرياض . مقام عليه فله دورين,Unfurnished,21 May 2025,Mohammed Saleh Al Qubaisi Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87700659.html,Beautiful apartment for rent,"47,000",Yearly,Al Narjis,"Al Narjis, North Riyadh, Riyadh",2,2,500 Sq. M.,Apartment,-2994,"Electricity, Sewerage, Water Supply",,Unfurnished,24 July 2025,Sorouh Saudi Real Estate Investment and Development Company,Abdullah AlQahtani
https://www.bayut.sa/en/property/details-87681087.html,"Apartment for rent in Al-Arid, Riyadh","47,000",Yearly,Al Arid,"Al Arid, North Riyadh, Riyadh",3,2,375 Sq. M.,Apartment,-1994,"Electricity, Sewerage, Water Supply",حي العارض بمدينة الرياض .,Unfurnished,22 June 2025,,
https://www.bayut.sa/en/property/details-87611349.html,"Apartment for rent in Al Nafal, north Riyadh","48,000",Yearly,Al Nafal,"Al Nafal, North Riyadh, Riyadh",1,1,70 Sq. M.,Apartment,-3268,"CCTV Security, Electricity, Fiber Optics, Floor Number: 1, Guest Room, Lawn or Garden, Maid Room, Sewerage, Smart Home System, Storage Areas, Water Supply",,Furnished,10 July 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87656708.html,"Apartment for rent in Malqa, North Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-3268,"Electricity, Elevators in Building: 1, Sewerage, Water Supply",,Furnished,10 July 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87649619.html,"One bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Unfurnished,12 June 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87587367.html,"1 bedroom apartment for rent in al falah, riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,"1,350 Sq. M.",Apartment,-1926,,,Unfurnished,9 July 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87649457.html,"One-bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Furnished,5 May 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87700198.html,"Apartment for rent on Raji Street, Al-Munsiah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Al Munsiyah,"Al Munsiyah, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Electricity, Elevators in Building: 1, Fiber Optics, Hospitals, Maintenance Staff, Mosque, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,23 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87684934.html,"Apartment for rent on Al-Najah Street, Al-Ishbiliyah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,65 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Close to Metro Station, Electricity, Elevators in Building: 1, Fiber Optics, Floor Number: 1, Hospitals, Maintenance Staff, Mosque, Parking Spaces: 1, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,3 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87648650.html,"Apartment for rent in Al Malqa, north Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",,Furnished,11 July 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87673680.html,"1 Bedroom Apartment For Rent in Al Malqa, Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,812 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",حي الملقا بمدينة الرياض .,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87687164.html,Luxurious furnished apartment for rent,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2269,"Electricity, Water Supply",,Furnished,10 July 2025,,Mishaal Sweidan bin Abdullah Al-Dosari
https://www.bayut.sa/en/property/details-87688098.html,Furnished apartment for monthly rent in Al Malqa neighborhood,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,,"Electricity, Water Supply",,Furnished,10 July 2025,,Abo musa
https://www.bayut.sa/en/property/details-87667353.html,"Furnished apartment for rent in Al Malqa, North Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-3268,"Electricity, Elevators in Building: 1, Parking Spaces: 2, Sewerage, Water Supply",,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87649619.html,"One bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Unfurnished,12 June 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87587367.html,"1 bedroom apartment for rent in al falah, riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,"1,350 Sq. M.",Apartment,-1926,,,Unfurnished,9 July 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87649457.html,"One-bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Furnished,5 May 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87700198.html,"Apartment for rent on Raji Street, Al-Munsiah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Al Munsiyah,"Al Munsiyah, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Electricity, Elevators in Building: 1, Fiber Optics, Hospitals, Maintenance Staff, Mosque, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,23 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87684934.html,"Apartment for rent on Al-Najah Street, Al-Ishbiliyah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,65 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Close to Metro Station, Electricity, Elevators in Building: 1, Fiber Optics, Floor Number: 1, Hospitals, Maintenance Staff, Mosque, Parking Spaces: 1, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,3 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87648650.html,"Apartment for rent in Al Malqa, north Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",,Furnished,11 July 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87673680.html,"1 Bedroom Apartment For Rent in Al Malqa, Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,812 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",حي الملقا بمدينة الرياض .,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87687164.html,Luxurious furnished apartment for rent,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2269,"Electricity, Water Supply",,Furnished,10 July 2025,,Mishaal Sweidan bin Abdullah Al-Dosari
https://www.bayut.sa/en/property/details-87681014.html,Typical,"48,000",Yearly,Al Namudhajiyah,"Al Namudhajiyah, Central Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-8381,"ATM Facility, Electricity, Mosque, Schools, Sewerage, Water Supply",,Furnished,22 June 2025,Miat Real Estate Company,One hundred real estate company
https://www.bayut.sa/en/property/details-87688098.html,Furnished apartment for monthly rent in Al Malqa neighborhood,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2292,"Electricity, Water Supply",,Furnished,10 July 2025,,Abo musa
https://www.bayut.sa/en/property/details-87667353.html,"Furnished apartment for rent in Al Malqa, North Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-3268,"Electricity, Elevators in Building: 1, Parking Spaces: 2, Sewerage, Water Supply",,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87649619.html,"One bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Unfurnished,12 June 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87587367.html,"1 bedroom apartment for rent in al falah, riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,"1,350 Sq. M.",Apartment,-1926,,,Unfurnished,9 July 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87649457.html,"One-bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Furnished,5 May 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87648650.html,"Apartment for rent in Al Malqa, north Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",,Furnished,11 July 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87673680.html,"1 Bedroom Apartment For Rent in Al Malqa, Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,812 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",حي الملقا بمدينة الرياض .,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87687164.html,Luxurious furnished apartment for rent,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2269,"Electricity, Water Supply",,Furnished,10 July 2025,,Mishaal Sweidan bin Abdullah Al-Dosari
https://www.bayut.sa/en/property/details-87700198.html,"Apartment for rent on Raji Street, Al-Munsiah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Al Munsiyah,"Al Munsiyah, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Electricity, Elevators in Building: 1, Fiber Optics, Hospitals, Maintenance Staff, Mosque, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,23 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87684934.html,"Apartment for rent on Al-Najah Street, Al-Ishbiliyah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,65 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Close to Metro Station, Electricity, Elevators in Building: 1, Fiber Optics, Floor Number: 1, Hospitals, Maintenance Staff, Mosque, Parking Spaces: 1, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,3 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87681014.html,Typical,"48,000",Yearly,Al Namudhajiyah,"Al Namudhajiyah, Central Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-8381,"ATM Facility, Electricity, Mosque, Schools, Sewerage, Water Supply",,Furnished,22 June 2025,Miat Real Estate Company,One hundred real estate company
https://www.bayut.sa/en/property/details-87688098.html,Furnished apartment for monthly rent in Al Malqa neighborhood,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2292,"Electricity, Water Supply",,Furnished,10 July 2025,,Abo musa
https://www.bayut.sa/en/property/details-87649619.html,"One bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Unfurnished,12 June 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87587367.html,"1 bedroom apartment for rent in al falah, riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,"1,350 Sq. M.",Apartment,-1926,,,Unfurnished,9 July 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87649457.html,"One-bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Furnished,5 May 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87648650.html,"Apartment for rent in Al Malqa, north Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",,Furnished,11 July 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87673680.html,"1 Bedroom Apartment For Rent in Al Malqa, Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,812 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",حي الملقا بمدينة الرياض .,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87687164.html,Luxurious furnished apartment for rent,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2269,"Electricity, Water Supply",,Furnished,10 July 2025,,Mishaal Sweidan bin Abdullah Al-Dosari
https://www.bayut.sa/en/property/details-87700198.html,"Apartment for rent on Raji Street, Al-Munsiah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Al Munsiyah,"Al Munsiyah, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Electricity, Elevators in Building: 1, Fiber Optics, Hospitals, Maintenance Staff, Mosque, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,23 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87684934.html,"Apartment for rent on Al-Najah Street, Al-Ishbiliyah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,65 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Close to Metro Station, Electricity, Elevators in Building: 1, Fiber Optics, Floor Number: 1, Hospitals, Maintenance Staff, Mosque, Parking Spaces: 1, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,3 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87688098.html,Furnished apartment for monthly rent in Al Malqa neighborhood,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2292,"Electricity, Water Supply",,Furnished,10 July 2025,,Abo musa
https://www.bayut.sa/en/property/details-87681014.html,Typical,"48,000",Yearly,Al Namudhajiyah,"Al Namudhajiyah, Central Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-8381,"ATM Facility, Electricity, Mosque, Schools, Sewerage, Water Supply",,Furnished,22 June 2025,Miat Real Estate Company,One hundred real estate company
https://www.bayut.sa/en/property/details-87667353.html,"Furnished apartment for rent in Al Malqa, North Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-3268,"Electricity, Elevators in Building: 1, Parking Spaces: 2, Sewerage, Water Supply",,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87611349.html,"Apartment for rent in Al Nafal, north Riyadh","48,000",Yearly,Al Nafal,"Al Nafal, North Riyadh, Riyadh",1,1,70 Sq. M.,Apartment,-3268,"CCTV Security, Electricity, Fiber Optics, Floor Number: 1, Guest Room, Lawn or Garden, Maid Room, Sewerage, Smart Home System, Storage Areas, Water Supply",,Furnished,10 July 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87656708.html,"Apartment for rent in Malqa, North Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-3268,"Electricity, Elevators in Building: 1, Sewerage, Water Supply",,Furnished,10 July 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87649619.html,"One bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Unfurnished,12 June 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87587367.html,"1 bedroom apartment for rent in al falah, riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,"1,350 Sq. M.",Apartment,-1926,,,Unfurnished,9 July 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87649457.html,"One-bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Furnished,5 May 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87648650.html,"Apartment for rent in Al Malqa, north Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",,Furnished,11 July 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87673680.html,"1 Bedroom Apartment For Rent in Al Malqa, Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,812 Sq. M.,Apartment,-1389,"Electricity, Sewerage, Water Supply",حي الملقا بمدينة الرياض .,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,Mohammed
https://www.bayut.sa/en/property/details-87687164.html,Luxurious furnished apartment for rent,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2269,"Electricity, Water Supply",,Furnished,10 July 2025,,Mishaal Sweidan bin Abdullah Al-Dosari
https://www.bayut.sa/en/property/details-87700198.html,"Apartment for rent on Raji Street, Al-Munsiah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Al Munsiyah,"Al Munsiyah, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Electricity, Elevators in Building: 1, Fiber Optics, Hospitals, Maintenance Staff, Mosque, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,23 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87684934.html,"Apartment for rent on Al-Najah Street, Al-Ishbiliyah neighborhood, Riyadh City, Riyadh Region","48,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,65 Sq. M.,Apartment,-3108,"ATM Facility, Air Conditioning, CCTV Security, Cleaning Services, Close to Metro Station, Electricity, Elevators in Building: 1, Fiber Optics, Floor Number: 1, Hospitals, Maintenance Staff, Mosque, Parking Spaces: 1, Private Entrance, Schools, Security Staff, Service Elevators, Sewerage, Shopping Malls, Waste Disposal, Water Supply",,Furnished,3 July 2025,Khayamih Al Yarmuk Real Estate Office,Khayamih Al Yarmuk Real Estate Office
https://www.bayut.sa/en/property/details-87688098.html,Furnished apartment for monthly rent in Al Malqa neighborhood,"48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-2292,"Electricity, Water Supply",,Furnished,10 July 2025,,Abo musa
https://www.bayut.sa/en/property/details-87681014.html,Typical,"48,000",Yearly,Al Namudhajiyah,"Al Namudhajiyah, Central Riyadh, Riyadh",1,1,900 Sq. M.,Apartment,-8381,"ATM Facility, Electricity, Mosque, Schools, Sewerage, Water Supply",,Furnished,22 June 2025,Miat Real Estate Company,One hundred real estate company
https://www.bayut.sa/en/property/details-87667353.html,"Furnished apartment for rent in Al Malqa, North Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-3268,"Electricity, Elevators in Building: 1, Parking Spaces: 2, Sewerage, Water Supply",,Furnished,26 June 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87611349.html,"Apartment for rent in Al Nafal, north Riyadh","48,000",Yearly,Al Nafal,"Al Nafal, North Riyadh, Riyadh",1,1,70 Sq. M.,Apartment,-3268,"CCTV Security, Electricity, Fiber Optics, Floor Number: 1, Guest Room, Lawn or Garden, Maid Room, Sewerage, Smart Home System, Storage Areas, Water Supply",,Furnished,10 July 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87656708.html,"Apartment for rent in Malqa, North Riyadh","48,000",Yearly,Al Malqa,"Al Malqa, North Riyadh, Riyadh",1,1,60 Sq. M.,Apartment,-3268,"Electricity, Elevators in Building: 1, Sewerage, Water Supply",,Furnished,10 July 2025,Inma Al Khalidiya Real Estate Office,abo musa
https://www.bayut.sa/en/property/details-87689368.html,"Studio Apartment For Rent in Al Aqiq, Riyadh","48,000",Yearly,Al Aqiq,"Al Aqiq, North Riyadh, Riyadh",1,1,70 Sq. M.,Apartment,-8654,"Electricity, Water Supply",,Unfurnished,10 July 2025,,
https://www.bayut.sa/en/property/details-87687160.html,Furnished apartment for monthly rent in Al-Wadi neighborhood,"48,000",Yearly,Al Wadi,"Al Wadi, North Riyadh, Riyadh",1,1,"1,080 Sq. M.",Apartment,-2269,"Electricity, Water Supply",حي الوادى بمدينة الرياض .,Furnished,10 July 2025,,Mishaal Sweidan bin Abdullah Al-Dosari
https://www.bayut.sa/en/property/details-87649619.html,"One bedroom apartment for rent in Al Falah, Riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,910 Sq. M.,Apartment,-1926,"Sewerage, Water Supply",,Unfurnished,12 June 2025,Al Muteb Real Estate Company,Rakan Faheed
https://www.bayut.sa/en/property/details-87587367.html,"1 bedroom apartment for rent in al falah, riyadh","48,000",Yearly,Al Falah,"Al Falah, North Riyadh, Riyadh",1,1,"1,350 Sq. M.",Apartment,-1926,,,Unfurnished,9 July 2025,Al Muteb Real Estate Company,Rakan Faheed
